#IC86events[1/year]	sigpSI[pb]	sigpSD[pb]	sig*v[cm^3/s]	mdm[GeV]	DM[Fermion|Scalar]
4.2104e-06 3.5804e-12 0.0000e+00 5.0275e-26 1.9637e+03 S
2.5416e-07 8.4079e-13 3.6498e-10 8.2712e-27 1.1174e+03 F
1.3069e-04 1.9735e-11 0.0000e+00 5.4893e-26 1.8931e+03 S
3.7610e-08 3.7077e-13 0.0000e+00 4.5703e-26 2.0578e+03 S
5.9969e-07 1.5568e-12 2.0438e-10 8.1834e-27 1.1234e+03 F
5.3426e+01 9.4879e-09 2.9412e-03 5.3014e-28 8.0407e+01 F
5.5922e-08 3.3351e-13 0.0000e+00 6.0474e-26 1.7887e+03 S
1.3705e-01 6.4455e-10 1.3400e-06 1.0989e-26 1.0156e+03 F
4.2832e-09 9.2317e-14 0.0000e+00 6.0354e-26 1.7893e+03 S
2.6423e+01 6.9683e-09 1.9655e-03 3.5593e-28 6.7042e+01 F
1.1349e-06 4.4322e-13 0.0000e+00 1.9482e-25 9.8995e+02 S
5.4587e-13 8.4355e-16 1.5061e-12 7.1066e-27 1.2067e+03 F
1.0361e-11 5.7330e-15 0.0000e+00 4.8671e-26 1.9940e+03 S
2.0117e-05 5.0932e-12 0.0000e+00 7.6524e-26 1.5929e+03 S
1.9789e+02 9.1342e-09 2.6515e-03 2.4193e-27 8.4143e+01 F
1.4873e+01 6.0606e-09 9.7314e-05 2.4619e-26 3.6437e+02 F
6.4901e-03 3.6270e-10 0.0000e+00 4.9126e-26 2.5959e+03 S
2.1806e-05 5.3438e-12 9.2255e-09 7.2820e-27 1.1929e+03 F
3.7223e-10 1.4514e-14 4.2669e-11 7.8934e-27 1.1445e+03 F
4.4835e-04 1.4085e-11 4.5984e-08 8.6588e-27 1.0967e+03 F
7.9470e-19 7.6973e-16 3.5466e-12 9.3009e-34 4.8392e+02 F
1.6908e-09 3.7258e-14 6.7315e-11 8.7657e-27 1.0855e+03 F
5.7229e+02 2.2723e-09 1.7485e-03 5.0639e-27 1.6568e+02 F
1.2276e-26 3.6916e-16 2.7194e-14 8.5661e-39 1.6779e+02 F
1.0497e-20 7.6725e-20 2.6526e-16 7.1514e-27 1.2029e+03 F
7.2977e-01 9.5286e-11 8.1741e-06 7.2581e-29 1.5698e+02 F
3.0108e+00 1.1911e-10 1.6330e-05 5.8912e-27 1.0426e+02 F
4.0377e+02 1.5224e-08 1.3822e-03 5.0311e-27 1.3877e+02 F
2.0278e-10 1.3937e-14 0.0000e+00 8.4833e-26 1.5074e+03 S
1.1100e-07 5.8014e-13 0.0000e+00 4.9773e-26 1.9714e+03 S
9.8482e+00 8.5360e-09 7.4139e-05 1.9614e-26 4.8791e+02 F
4.4861e-17 1.2805e-17 6.6317e-15 6.9645e-27 1.2191e+03 F
1.4824e+01 3.2566e-09 1.0059e-04 2.0790e-26 2.5266e+02 F
8.1220e-02 5.1543e-10 9.3570e-07 9.0198e-27 1.1124e+03 F
3.8398e-10 3.1134e-14 0.0000e+00 5.4025e-26 1.8919e+03 S
8.1284e-10 2.1659e-14 7.3929e-11 7.1159e-27 1.2059e+03 F
5.0680e-17 5.5161e-18 1.6606e-14 7.5682e-27 1.1691e+03 F
4.7682e+01 1.0518e-08 2.9389e-03 5.3059e-28 7.4899e+01 F
1.4339e+01 2.0964e-09 9.8158e-05 2.0340e-26 2.5374e+02 F
1.2532e-15 1.4653e-15 5.8988e-11 1.6127e-32 7.6468e+02 F
1.9713e-07 7.3683e-13 0.0000e+00 5.2107e-26 1.9288e+03 S
1.8956e+01 6.1432e-09 9.0682e-05 1.9984e-26 2.0573e+02 F
8.4286e-31 1.7514e-18 2.7665e-17 7.6072e-39 8.1149e+02 F
1.2933e-04 3.4390e-12 2.8983e-08 8.8713e-27 1.0819e+03 F
5.6035e+01 1.6998e-08 3.2685e-03 5.8968e-28 7.7528e+01 F
1.6276e-05 6.8040e-12 0.0000e+00 5.2610e-26 1.9220e+03 S
7.8902e+01 2.8091e-09 5.2301e-04 1.2751e-26 9.7038e+01 F
4.7747e+00 3.0863e-08 4.0416e-05 1.8035e-26 9.7867e+02 F
1.2760e+02 5.5218e-09 3.7534e-04 1.5597e-26 1.6667e+02 F
2.4947e+02 3.9090e-08 1.9448e-03 1.3563e-27 9.9435e+01 F
1.1798e+02 5.8782e-09 9.3444e-04 8.3621e-27 9.2104e+01 F
1.9994e-02 3.3323e-10 0.0000e+00 1.3654e-25 1.2871e+03 S
8.4785e-02 4.7163e-10 8.5057e-07 1.0354e-26 1.0383e+03 F
8.2930e+00 2.0231e-08 7.0153e-06 1.0965e-26 1.7959e+02 F
7.0129e-01 4.8456e-10 5.6217e-06 1.4586e-27 4.4497e+02 F
2.0076e-10 2.5874e-14 0.0000e+00 4.7592e-26 2.0165e+03 S
9.1361e-07 1.9449e-12 2.0200e-11 8.7402e-27 1.0867e+03 F
1.6972e+00 4.5219e-09 1.6709e-05 1.3571e-26 8.8468e+02 F
5.0207e-11 1.0954e-14 0.0000e+00 5.5418e-26 1.8682e+03 S
1.5294e-17 2.9633e-18 8.3073e-15 8.0738e-27 1.1315e+03 F
2.7042e-01 1.2539e-09 2.7207e-06 1.2333e-26 1.0256e+03 F
8.6663e-08 2.6450e-13 5.1850e-10 8.4668e-27 1.1047e+03 F
3.0685e-06 2.8287e-12 0.0000e+00 5.3977e-26 1.8982e+03 S
2.3197e-02 1.2153e-09 0.0000e+00 1.0055e-25 2.7667e+03 S
9.2938e-10 4.8426e-14 0.0000e+00 5.4038e-26 1.8917e+03 S
1.8547e-10 6.4863e-14 1.6989e-08 6.5829e-33 1.2552e+02 F
3.5226e-05 1.0107e-11 0.0000e+00 5.3096e-26 1.9234e+03 S
2.0576e-08 2.4758e-13 0.0000e+00 5.0148e-26 1.9653e+03 S
5.7974e+02 2.3890e-09 2.1460e-03 1.2934e-26 1.2809e+02 F
2.0048e+01 2.8830e-09 1.8171e-04 2.1873e-26 1.9096e+02 F
1.1981e+01 2.8987e-09 8.5040e-05 1.6685e-26 2.4133e+02 F
6.3763e+00 2.6783e-08 6.9425e-05 2.2339e-26 9.0720e+02 F
1.7078e-03 1.1056e-10 0.0000e+00 4.7428e-26 2.1630e+03 S
2.8002e-23 7.9871e-17 8.8062e-14 2.3595e-35 5.7894e+02 F
8.4339e-04 3.6867e-11 5.4001e-08 7.5502e-27 1.1790e+03 F
2.1266e-04 2.7019e-12 3.6212e-08 9.6255e-27 1.0388e+03 F
3.1048e+01 6.7818e-09 1.7523e-03 3.1599e-28 7.9111e+01 F
3.2793e+02 2.0627e-08 2.2829e-03 8.7944e-27 9.6479e+01 F
1.6186e-06 2.1222e-12 0.0000e+00 5.2240e-26 1.9286e+03 S
6.6430e-10 1.7946e-14 5.2490e-11 8.5044e-27 1.1019e+03 F
3.1581e+02 2.3284e-08 2.7839e-03 1.7846e-27 9.6179e+01 F
2.2642e-13 2.3093e-16 1.2984e-12 7.6213e-27 1.1649e+03 F
1.5923e-05 8.1295e-12 3.1953e-09 7.0102e-27 1.2126e+03 F
2.2898e+02 6.0787e-09 9.8559e-04 1.3598e-26 1.1752e+02 F
1.5503e-12 1.4175e-15 2.5796e-12 7.0562e-27 1.2110e+03 F
1.9644e+01 1.2637e-09 9.1547e-05 1.8465e-26 1.9320e+02 F
6.3068e-08 3.5343e-13 0.0000e+00 6.0607e-26 1.7867e+03 S
2.8116e-05 3.7203e-12 8.6925e-09 9.7633e-27 1.0281e+03 F
1.8213e+02 6.5057e-09 5.8075e-04 1.6805e-26 1.5393e+02 F
6.8101e-03 1.3498e-10 6.3190e-08 9.8474e-27 1.0262e+03 F
7.4789e-11 1.8793e-14 3.1990e-14 8.2354e-27 1.1203e+03 F
1.4613e+01 1.7529e-09 1.3054e-04 1.8882e-26 2.0185e+02 F
7.4530e-03 7.9272e-11 2.0180e-07 8.5784e-27 1.1074e+03 F
2.4557e-10 1.3718e-14 2.4475e-11 9.1121e-27 1.0645e+03 F
2.9118e+02 1.1328e-08 1.4847e-03 1.2294e-27 1.2472e+02 F
4.1030e-08 2.5894e-13 1.8954e-08 1.7769e-30 1.8277e+02 F
1.4052e+01 9.6696e-11 9.6046e-05 2.0968e-26 2.7387e+02 F
3.2070e+01 5.4775e-09 3.2929e-04 2.7792e-27 1.7356e+02 F
4.0002e+00 6.8853e-08 6.6302e-05 1.9153e-26 1.5973e+03 F
4.8872e+01 1.0047e-08 3.0529e-03 5.5132e-28 7.4386e+01 F
2.9942e+02 2.8966e-08 1.5666e-03 2.4408e-27 1.1000e+02 F
1.1422e-18 1.3894e-18 8.1622e-16 9.7282e-27 1.0300e+03 F
8.5849e-05 1.7717e-11 0.0000e+00 4.9078e-26 2.0129e+03 S
1.9067e+02 3.8276e-08 1.6473e-03 4.2925e-27 9.0749e+01 F
8.0100e+00 5.8693e-08 8.6527e-06 2.0970e-27 1.0798e+02 F
4.7778e-11 9.4291e-15 0.0000e+00 6.2257e-26 1.7617e+03 S
2.0788e-28 5.5608e-18 3.5085e-14 6.4095e-39 1.2521e+02 F
1.4301e-17 2.7967e-17 1.4388e-11 1.2449e-33 1.8225e+02 F
1.6384e-08 2.2404e-13 0.0000e+00 4.9508e-26 1.9780e+03 S
3.7417e-11 7.5769e-12 1.7926e-08 3.3483e-33 1.2564e+02 F
8.8004e-15 4.6033e-17 2.0767e-13 8.8291e-27 1.0816e+03 F
1.3062e+02 6.4653e-09 1.6453e-03 3.0924e-27 8.3660e+01 F
1.5408e+02 6.3313e-09 1.6488e-03 6.5489e-27 8.5702e+01 F
1.5880e+01 1.8380e-09 1.2520e-04 2.1948e-26 2.2115e+02 F
9.9866e-25 1.7958e-17 1.3706e-13 4.0213e-37 1.0026e+02 F
4.1908e+02 9.8992e-09 1.9206e-03 4.9747e-27 1.1532e+02 F
5.7824e-15 4.3764e-18 2.4603e-13 7.8648e-27 1.1466e+03 F
5.9006e+02 3.0748e-09 2.0610e-03 1.3999e-26 1.3491e+02 F
1.2402e-05 6.8116e-12 0.0000e+00 4.6292e-26 2.0508e+03 S
7.3382e-11 1.2204e-14 0.0000e+00 5.9787e-26 1.7982e+03 S
2.7019e-02 4.4040e-10 6.8761e-08 8.5372e-27 1.0900e+03 F
5.7274e-15 1.2121e-16 3.1579e-14 9.4327e-27 1.0461e+03 F
1.5524e+01 9.1456e-08 1.1570e-03 2.0977e-28 6.5856e+01 F
1.2779e+01 2.6947e-09 9.1019e-05 1.7080e-26 2.2553e+02 F
3.8014e-06 3.5260e-12 0.0000e+00 4.8635e-26 1.9968e+03 S
5.8238e-11 1.3578e-14 0.0000e+00 4.8725e-26 1.9932e+03 S
2.2698e+02 2.2509e-08 7.3952e-04 3.8725e-27 1.4952e+02 F
3.3296e+01 6.1386e-08 3.0174e-04 7.8173e-27 8.6583e+01 F
1.6365e-24 1.7102e-22 4.0002e-18 7.8598e-27 1.1470e+03 F
6.6087e-13 1.2313e-19 2.8554e-12 7.4695e-27 1.1765e+03 F
3.7629e+02 1.2827e-08 2.2028e-03 1.5747e-27 1.1415e+02 F
1.2180e+01 4.5940e-09 7.1072e-05 1.9538e-26 3.4361e+02 F
1.6326e-08 9.4768e-14 0.0000e+00 1.1014e-25 1.3212e+03 S
8.3330e-12 1.5517e-17 1.0144e-11 7.4525e-27 1.1781e+03 F
4.0831e-09 8.5133e-14 1.1130e-10 7.1385e-27 1.2040e+03 F
6.1429e-05 1.1100e-11 1.1957e-08 7.4054e-27 1.1798e+03 F
1.6168e+01 3.8456e-09 1.0987e-04 2.2803e-26 2.5599e+02 F
1.4052e+01 3.8366e-09 9.5867e-05 1.9631e-26 2.5190e+02 F
2.3720e-08 1.6859e-13 2.6856e-10 7.8277e-27 1.1492e+03 F
7.3132e-15 1.2271e-16 1.2655e-13 7.3477e-27 1.1866e+03 F
2.0776e-09 5.5863e-14 8.2003e-11 7.3223e-27 1.1886e+03 F
3.8476e-05 9.3322e-12 0.0000e+00 5.9668e-26 1.8121e+03 S
4.6458e-12 1.8806e-16 5.4256e-12 9.6703e-27 1.0331e+03 F
2.3417e-03 1.1168e-10 1.1207e-08 8.0034e-27 1.1341e+03 F
4.1350e+02 2.6363e-09 1.6449e-03 1.3695e-26 1.2371e+02 F
7.3564e-03 9.2298e-11 1.7075e-07 8.8843e-27 1.0921e+03 F
3.5870e-06 2.1031e-12 2.9887e-09 8.1788e-27 1.1236e+03 F
4.6600e+02 8.0836e-09 1.8348e-03 1.1848e-26 1.2445e+02 F
2.2742e-04 1.0973e-11 2.4348e-08 9.9579e-27 1.0223e+03 F
1.2056e-23 1.8169e-22 1.1756e-17 7.5699e-27 1.1689e+03 F
2.3495e-08 2.8605e-13 0.0000e+00 4.6736e-26 2.0363e+03 S
5.1671e-06 3.0991e-12 1.5786e-09 9.6929e-27 1.0315e+03 F
2.4655e-04 1.3668e-11 3.2522e-08 8.0828e-27 1.1341e+03 F
8.8352e-12 6.0360e-15 0.0000e+00 4.3223e-26 2.1169e+03 S
1.1449e-13 1.6078e-17 2.0299e-10 1.4778e-32 1.3630e+02 F
6.4195e+01 1.6777e-09 2.4783e-04 1.6789e-26 1.2401e+02 F
1.1289e+01 5.4216e-09 7.6201e-05 1.9123e-26 3.8174e+02 F
4.3175e-06 1.6884e-12 5.2007e-09 7.1738e-27 1.2023e+03 F
1.3746e-08 2.2005e-13 0.0000e+00 4.6452e-26 2.0411e+03 S
3.3888e-22 1.0147e-15 2.4011e-14 6.4837e-36 6.2505e+02 F
1.6608e-14 5.2719e-13 1.4233e-09 2.6010e-34 1.2066e+02 F
1.7850e-03 3.7096e-11 8.1399e-08 8.8039e-27 1.0816e+03 F
4.4622e+00 1.8716e-08 4.9019e-05 1.7785e-26 9.3125e+02 F
5.0345e-19 3.6457e-17 3.2457e-12 8.2367e-34 3.8412e+02 F
1.3864e+01 4.0353e-10 1.1188e-04 1.7856e-26 2.0689e+02 F
2.3617e+02 9.0709e-09 8.9277e-04 9.7897e-27 1.2873e+02 F
6.7382e-01 3.4416e-09 6.7138e-06 1.2424e-26 1.0372e+03 F
1.3388e-05 1.4638e-12 9.0692e-09 8.4935e-27 1.0986e+03 F
2.5162e+01 2.2822e-08 1.8536e-03 3.3563e-28 6.7302e+01 F
1.3651e-06 1.0351e-12 2.1116e-09 8.4100e-27 1.1084e+03 F
1.6414e-29 8.2560e-19 8.8720e-15 2.5276e-39 1.2345e+02 F
3.5943e-04 2.3201e-11 0.0000e+00 8.0351e-26 1.5675e+03 S
8.2100e-25 2.8121e-16 2.1836e-13 5.8023e-38 1.6998e+02 F
2.4473e-14 3.4846e-16 3.0378e-14 7.6083e-27 1.1659e+03 F
3.5433e-11 8.4687e-15 0.0000e+00 5.9860e-26 1.7970e+03 S
3.8686e+02 2.3362e-08 1.1913e-03 2.8084e-27 1.5814e+02 F
1.0123e-10 1.9586e-14 0.0000e+00 4.4913e-26 2.0762e+03 S
2.6234e-01 1.5453e-09 2.3451e-06 1.0483e-26 1.0551e+03 F
1.2776e-03 2.7888e-11 8.7730e-08 7.9030e-27 1.1541e+03 F
3.9829e-07 1.9153e-12 1.9876e-07 9.3456e-32 1.1943e+02 F
5.0835e-03 2.4724e-10 0.0000e+00 5.2648e-26 2.2674e+03 S
4.1698e-02 2.5099e-10 5.2636e-07 9.6131e-27 1.0515e+03 F
3.4391e+01 6.6815e-08 4.7701e-04 1.7529e-28 8.8951e+01 F
5.4014e-14 6.0573e-15 2.4717e-10 1.6237e-32 1.7836e+02 F
2.0846e-04 1.6203e-11 2.3732e-08 8.1989e-27 1.1250e+03 F
9.4964e-07 1.5090e-12 0.0000e+00 5.5769e-26 1.8652e+03 S
1.0194e+01 2.8171e-08 8.1109e-05 2.2257e-26 6.5702e+02 F
1.5683e-01 1.2940e-09 1.1475e-06 8.7697e-27 1.1083e+03 F
4.0736e-07 5.6915e-13 0.0000e+00 9.2890e-26 1.4398e+03 S
2.3168e+01 1.5381e-08 2.5480e-04 5.4593e-27 8.4277e+01 F
4.3279e-09 1.5131e-14 1.7626e-10 8.5900e-27 1.0967e+03 F
3.7159e-14 3.5731e-14 1.2247e-10 2.3076e-32 2.3335e+02 F
1.0321e+01 3.4526e-08 6.4226e-05 1.7349e-26 6.0088e+02 F
5.7646e+01 1.2638e-08 3.5225e-03 6.3595e-28 7.5306e+01 F
1.5195e-03 8.4906e-11 0.0000e+00 5.5544e-26 1.9499e+03 S
6.7613e-08 3.9384e-13 0.0000e+00 5.6610e-26 1.8492e+03 S
9.6564e-01 7.0858e-09 1.9887e-06 8.4908e-27 8.7974e+02 F
3.2600e-10 1.8359e-14 4.0991e-11 7.0212e-27 1.2141e+03 F
7.6880e-33 1.0343e-18 7.4124e-16 1.5257e-40 1.5483e+02 F
1.0783e+01 7.4196e-10 3.8502e-05 1.3606e-26 2.0372e+02 F
3.9807e-19 2.7161e-20 2.2497e-15 7.2536e-27 1.1943e+03 F
8.5002e-16 4.1735e-13 2.4955e-10 5.6424e-35 1.6500e+02 F
1.4190e-11 6.4276e-15 0.0000e+00 5.0603e-26 1.9553e+03 S
3.7326e+02 1.3617e-08 1.3270e-03 2.2253e-27 1.3768e+02 F
7.7252e-04 4.8611e-11 0.0000e+00 6.1508e-26 1.8099e+03 S
5.2001e-15 1.4334e-18 2.4632e-13 7.6046e-27 1.1662e+03 F
4.4088e-07 1.3455e-12 0.0000e+00 4.3480e-26 2.1106e+03 S
7.2227e-15 9.5771e-17 9.0677e-14 9.5375e-27 1.0403e+03 F
1.0681e+01 4.3143e-08 6.0430e-03 1.1410e-27 2.1069e+01 F
1.6578e+02 3.9046e-08 1.4691e-03 1.1315e-27 9.4229e+01 F
5.1982e+01 1.4779e-08 3.2525e-03 5.8733e-28 7.4284e+01 F
1.4520e+01 3.0292e-08 3.3644e-05 1.4096e-26 3.0493e+02 F
2.5329e+00 1.1975e-10 6.8569e-05 1.6224e-29 1.1040e+02 F
2.7044e-20 2.8818e-16 1.0517e-12 2.9625e-34 4.6878e+02 F
8.5006e-10 5.6853e-14 0.0000e+00 4.4863e-26 2.0779e+03 S
4.7860e+01 4.5651e-09 2.8979e-03 5.2303e-28 7.5783e+01 F
2.0650e-12 1.5739e-15 2.1008e-12 8.5007e-27 1.1025e+03 F
9.9996e-04 7.6804e-11 0.0000e+00 4.8097e-26 2.1302e+03 S
7.1561e-09 1.6503e-13 0.0000e+00 4.4867e-26 2.0782e+03 S
9.1635e-04 4.8359e-11 0.0000e+00 6.9164e-26 1.7164e+03 S
2.0624e-09 3.4379e-14 7.4671e-11 9.3849e-27 1.0488e+03 F
6.9234e-04 5.5856e-11 0.0000e+00 5.0866e-26 2.0079e+03 S
8.3164e-11 1.6215e-14 6.1194e-12 8.0052e-27 1.1364e+03 F
6.5346e-03 2.8866e-10 0.0000e+00 5.6073e-26 2.2006e+03 S
3.4717e-06 1.6716e-12 3.0735e-09 8.8006e-27 1.0837e+03 F
6.2972e+01 1.7702e-08 1.8684e-04 1.2167e-26 1.5009e+02 F
4.9141e+02 1.3088e-08 1.6463e-03 3.9893e-27 1.4167e+02 F
7.5748e+00 1.6379e-08 7.3271e-05 2.0301e-26 7.0352e+02 F
2.5275e-07 5.3392e-13 0.0000e+00 7.8895e-26 1.5633e+03 S
1.1010e-04 8.8230e-14 1.8120e-07 2.1476e-29 1.1334e+02 F
3.7403e-03 1.6961e-10 0.0000e+00 5.5961e-26 2.0525e+03 S
2.5329e+01 3.2201e-09 1.9752e-04 1.9834e-26 1.8277e+02 F
6.0697e+01 1.2166e-08 3.4946e-03 6.3028e-28 7.8212e+01 F
1.1890e+02 1.1358e-08 3.9452e-03 8.2317e-28 8.5341e+01 F
4.0611e-18 2.9531e-18 1.8123e-15 8.5733e-27 1.0978e+03 F
1.4898e-06 1.2996e-12 2.5056e-09 7.3044e-27 1.1903e+03 F
8.5894e-09 1.3288e-13 0.0000e+00 5.9452e-26 1.8028e+03 S
9.1951e-13 5.8754e-16 2.0802e-12 8.4769e-27 1.1041e+03 F
1.5631e-07 6.8036e-13 0.0000e+00 5.0346e-26 1.9602e+03 S
3.5231e-13 1.1914e-15 3.0722e-15 8.8909e-27 1.0778e+03 F
1.0340e+00 2.2254e-08 9.7277e-06 1.4008e-29 1.2562e+02 F
1.0683e-23 2.2224e-19 1.0621e-13 2.8445e-35 5.8043e+02 F
6.3698e+02 1.1371e-08 2.0835e-03 5.4820e-27 1.4668e+02 F
8.7664e-02 3.3564e-11 1.9775e-06 8.0506e-27 1.1817e+03 F
4.5541e+01 1.1629e-08 2.9580e-03 5.3451e-28 7.2586e+01 F
8.2148e-03 3.0848e-10 0.0000e+00 6.6051e-26 2.0331e+03 S
4.4154e+00 2.4739e-08 5.5526e-05 1.8430e-26 1.0454e+03 F
9.9298e-15 1.9044e-16 2.2757e-14 8.6465e-27 1.0931e+03 F
2.1137e-09 6.1778e-14 0.0000e+00 6.3172e-26 1.7492e+03 S
1.0519e+01 7.1964e-09 7.4655e-05 1.9311e-26 4.3644e+02 F
6.7372e-16 3.4083e-15 3.8743e-11 1.0326e-32 5.5670e+02 F
1.4660e+00 5.6879e-10 2.1272e-05 1.3261e-26 9.2587e+02 F
1.0337e-01 8.2522e-10 1.0245e-06 7.7657e-27 1.1489e+03 F
8.4801e-07 1.7733e-12 0.0000e+00 4.5628e-26 2.0605e+03 S
6.8857e+00 9.2498e-09 5.5032e-05 1.7608e-26 6.0592e+02 F
5.0684e-12 2.3528e-15 4.0887e-12 7.8260e-27 1.1495e+03 F
3.9708e-10 3.7883e-14 0.0000e+00 4.5905e-26 2.0540e+03 S
1.1866e+01 6.6072e-10 9.2210e-05 2.3807e-26 4.3103e+02 F
5.4434e-37 2.2612e-20 6.3096e-20 1.6422e-41 4.2760e+02 F
4.2721e-05 1.3203e-11 0.0000e+00 4.5504e-26 2.0764e+03 S
6.8989e-06 4.0068e-12 0.0000e+00 5.7215e-26 1.8398e+03 S
4.8233e+01 1.1797e-08 2.7929e-03 5.0376e-28 7.7912e+01 F
6.5163e+00 4.5880e-09 3.4629e-05 1.5481e-26 4.6018e+02 F
4.4486e+02 1.0798e-08 2.0395e-03 3.5947e-27 1.1671e+02 F
1.8976e-30 2.8738e-18 1.3528e-17 3.3709e-39 3.6396e+02 F
1.4727e+01 3.5441e-09 1.0437e-04 2.0584e-26 2.4240e+02 F
7.4877e-01 3.4738e-09 6.8070e-06 1.0484e-26 9.8865e+02 F
4.6431e+02 1.5041e-08 2.8674e-03 6.2310e-27 1.0194e+02 F
1.6522e-03 3.7766e-11 0.0000e+00 1.2713e-25 1.2368e+03 S
4.0325e+01 7.1167e-09 2.5642e-03 4.6314e-28 7.3572e+01 F
4.7181e+00 2.3998e-08 1.8686e-05 2.6917e-27 1.9760e+02 F
6.6101e+02 4.0045e-09 2.9498e-03 7.3524e-27 1.1955e+02 F
3.2293e-09 8.5665e-14 7.6010e-11 7.4182e-27 1.1807e+03 F
4.4920e-12 5.8654e-17 6.1516e-12 8.7722e-27 1.0851e+03 F
9.5819e+00 5.2105e-09 6.0133e-05 1.7817e-26 4.1985e+02 F
2.2947e-09 8.7321e-14 0.0000e+00 4.7694e-26 2.0151e+03 S
4.0097e+00 5.9825e-09 4.3941e-05 2.1607e-29 1.4831e+02 F
1.4675e-25 3.1857e-17 9.9023e-15 2.7181e-36 8.1152e+02 F
8.2273e+00 4.2444e-08 1.8823e-05 4.9565e-27 4.7685e+02 F
5.1508e+01 9.3073e-09 2.8498e-03 5.1371e-28 8.0146e+01 F
3.6265e-11 1.0423e-14 0.0000e+00 4.9951e-26 1.9681e+03 S
6.2155e-11 5.8892e-15 1.7340e-11 7.9377e-27 1.1413e+03 F
2.8604e-04 2.9239e-11 0.0000e+00 5.7219e-26 1.8748e+03 S
1.6348e-09 2.2421e-14 9.2924e-11 8.3646e-27 1.1115e+03 F
7.9975e-10 1.8007e-14 5.8613e-11 8.6390e-27 1.0935e+03 F
3.9385e+02 1.7286e-08 1.9488e-03 2.1845e-27 1.1587e+02 F
7.9696e-08 5.7661e-13 0.0000e+00 4.3058e-26 2.1205e+03 S
5.3101e+01 1.1967e-08 2.9298e-03 5.2816e-28 8.0273e+01 F
9.3948e+00 2.9662e-09 7.3589e-05 1.9579e-26 4.6779e+02 F
3.4114e+01 1.2736e-08 2.1976e-03 3.9706e-28 7.2924e+01 F
4.2397e-01 5.6714e-08 4.2971e-06 6.4645e-30 8.9036e+01 F
7.9125e-17 5.9694e-15 1.5871e-10 4.0436e-35 1.5097e+02 F
5.7248e-11 8.1003e-15 0.0000e+00 7.8045e-26 1.5723e+03 S
1.5994e+01 4.2704e-09 1.0514e-04 2.2955e-26 2.7367e+02 F
3.0572e+01 3.4731e-09 1.8959e-04 2.0945e-26 1.8175e+02 F
1.4910e+01 8.0300e-11 1.8300e-04 4.9865e-29 1.0578e+02 F
1.9047e-07 7.1906e-13 5.0839e-10 7.3584e-27 1.1853e+03 F
4.7393e-11 1.3045e-14 0.0000e+00 4.6025e-26 2.0508e+03 S
3.8004e+00 1.5014e-08 1.4479e-02 2.7834e-27 1.3950e+01 F
7.4109e-23 3.3417e-15 1.4960e-12 2.9067e-37 1.2649e+02 F
4.0008e-23 9.1339e-16 1.5790e-12 3.2014e-37 1.5728e+02 F
7.9861e-08 3.9953e-13 0.0000e+00 6.0320e-26 1.7897e+03 S
2.8313e-09 1.0251e-13 0.0000e+00 4.5350e-26 2.0659e+03 S
2.0170e-16 5.7409e-18 3.0472e-14 9.4009e-27 1.0479e+03 F
1.3467e-05 7.1106e-12 0.0000e+00 4.6431e-26 2.0548e+03 S
1.1221e+02 4.0462e-09 3.8952e-04 1.6561e-26 1.3563e+02 F
1.4782e-03 9.3903e-11 0.0000e+00 5.2541e-26 2.0215e+03 S
4.6738e-06 2.3885e-12 4.5786e-09 7.0907e-27 1.2082e+03 F
9.1637e-03 9.6247e-11 1.8613e-07 9.4529e-27 1.0574e+03 F
2.1718e+02 1.9170e-08 9.6923e-04 8.8917e-28 1.2444e+02 F
1.5863e+01 9.6185e-09 8.7485e-04 1.5772e-28 8.0139e+01 F
4.7609e-03 3.4203e-10 0.0000e+00 5.1111e-26 2.4986e+03 S
1.6409e+01 3.8147e-09 1.0812e-04 2.3613e-26 2.7298e+02 F
4.7897e-10 3.9554e-14 0.0000e+00 4.8037e-26 2.0071e+03 S
5.7735e-10 2.2466e-14 3.6985e-11 8.9253e-27 1.0757e+03 F
6.7625e+01 2.4477e-08 2.2785e-03 4.6801e-28 8.5816e+01 F
5.1393e-15 9.8094e-17 1.1291e-13 7.3519e-27 1.1863e+03 F
3.3394e+01 1.2203e-08 2.2135e-03 4.0005e-28 7.1649e+01 F
5.3296e+01 5.3743e-09 2.9545e-03 5.3265e-28 8.0078e+01 F
6.9544e-04 3.0697e-11 4.8367e-08 7.8309e-27 1.1522e+03 F
2.4340e-10 2.3806e-14 0.0000e+00 5.6088e-26 1.8566e+03 S
1.0613e+02 3.7305e-08 1.7506e-03 7.1513e-28 8.4941e+01 F
1.6529e+00 3.9202e-09 2.5860e-06 8.8522e-27 4.3221e+02 F
6.7495e-08 1.8609e-14 7.4355e-10 8.7029e-27 1.0882e+03 F
9.1738e-11 1.5474e-14 0.0000e+00 5.3207e-26 1.9069e+03 S
1.8854e-03 5.4010e-11 8.5611e-08 7.6893e-27 1.1775e+03 F
1.7941e-06 2.0372e-12 0.0000e+00 5.6912e-26 1.8470e+03 S
1.3778e+01 2.8642e-09 1.2351e-04 1.7373e-26 1.9996e+02 F
5.4926e-10 3.6614e-14 0.0000e+00 5.4889e-26 1.8773e+03 S
2.3577e-02 2.0869e-10 2.5448e-07 9.4815e-27 1.0044e+03 F
1.7097e-10 1.9254e-14 0.0000e+00 5.7970e-26 1.8260e+03 S
